,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,9.85,10.226666666666667,10.873333333333333,11.523333333333333,12.106666666666667,12.69,13.329999999999998,13.793333333333331,14.269999999999998,14.693333333333333,15.123333333333335,15.513333333333334,15.78,16.01,16.35666666666667,16.646666666666665,16.94333333333333,17.156666666666666,17.38,17.616666666666664,17.78333333333333,17.883333333333336,18.043333333333333,18.16,18.26,18.343333333333334,18.419999999999998,18.503333333333334,18.543333333333333,18.576666666666668,18.61333333333333,18.64666666666667,18.66,18.686666666666667,18.69333333333333,18.72,18.736666666666668,18.74,18.75,18.753333333333334,18.76666666666667,18.76,18.763333333333332,18.763333333333332,18.759999999999998,18.773333333333333,18.779999999999998,18.766666666666666,18.766666666666666,18.766666666666666,18.766666666666666,18.766666666666666,18.77,18.77333333333333,18.766666666666666,18.77,18.77,18.77333333333333,18.77,18.766666666666666,18.77333333333333,18.77333333333333,18.77333333333333,18.77333333333333,18.766666666666666,18.77,18.763333333333332,18.766666666666666,18.766666666666666,18.766666666666666,18.77,18.766666666666666,18.77,18.766666666666666,18.766666666666666,18.77,18.766666666666666,18.763333333333332,18.76,18.76,18.76,18.766666666666666,18.763333333333332,18.77,18.763333333333332,18.77,18.77,18.77333333333333,18.766666666666666,18.77333333333333,18.77333333333333,18.776666666666667,18.77333333333333,18.766666666666666,18.77,18.766666666666666,18.763333333333332,18.763333333333332,18.763333333333332,18.766666666666666
